Index,avg_price_per_kg
1,10.615
2,13.063846153846155
3,9.995833333333334
4,8.760000000000002
5,8.367142857142856
6,4.01
7,3.414545454545454
8,7.614285714285715
9,8.59666666666667
10,9.289999999999997
11,4.752000000000001
12,5.671818181818182
13,8.947142857142856
14,4.752000000000001
15,4.497
16,6.1100000000000065
17,5.5030769230769225
18,4.473333333333334
19,10.175555555555556
20,5.807272727272728
21,5.978571428571428
22,4.7
23,5.4670000000000005
24,7.78
25,5.560000000000001
26,6.417999999999999
27,7.434166666666667
28,7.898750000000001
29,7.189999999999999
30,7.189999999999999
31,7.898750000000001
32,5.660769230769232
33,10.032857142857143
34,7.650000000000003
35,4.661428571428571
36,9.83727272727273
37,10.84666666666667
38,11.532727272727273
39,6.394285714285714
40,6.4557142857142855
41,6.640833333333333
42,6.791538461538461
43,5.5030769230769225
44,6.194615384615385
45,5.560000000000001
46,5.978571428571428
47,5.0
48,5.654285714285715
49,6.1100000000000065
50,4.661428571428571
51,2.1015384615384614
52,5.942857142857143
53,7.541999999999999
54,13.063846153846155
55,8.483749999999999
56,6.19375
57,12.228571428571428
58,8.947142857142856
59,7.565384615384616
60,5.9575
61,7.821428571428571
62,11.532727272727273
63,6.194615384615385
64,9.048235294117646
65,6.791538461538461
66,5.954166666666667
67,7.010769230769231
68,4.791428571428573
69,5.671818181818182
70,6.654444444444445
71,5.5030769230769225
72,4.473333333333334
73,3.2755555555555556
74,8.0
75,6.78888888888889
76,4.752000000000001
77,6.1100000000000065
78,9.048235294117646
79,10.84666666666667
80,6.194615384615385
81,6.640833333333333
82,5.0
83,5.911428571428572
84,5.560000000000001
85,1.345
86,6.03
87,7.173749999999999
88,11.532727272727273
89,4.458571428571429
90,7.194285714285714
91,9.68705882352941
92,9.52642857142857
93,7.434166666666667
94,5.954166666666667
95,5.9575
96,5.911428571428572
97,8.413749999999999
98,8.59666666666667
99,6.832857142857143
100,5.560000000000001
101,10.84666666666667
102,5.942857142857143
103,6.004545454545456
104,7.650000000000003
105,7.189999999999999
106,8.760000000000002
107,7.665833333333333
108,4.430909090909091
109,9.995833333333334
110,5.0
111,4.430909090909091
112,7.760000000000001
113,6.1100000000000065
114,3.960909090909091
115,7.785714285714286
116,9.995833333333334
117,5.6863636363636365
118,9.392857142857142
119,4.4399999999999995
120,6.4557142857142855
121,6.0121875000000005
122,4.1187499999999995
123,9.68705882352941
124,4.5
125,8.212857142857143
126,7.189999999999999
127,4.0525
128,8.804137931034482
129,9.83727272727273
130,6.0121875000000005
131,8.797142857142857
132,5.654285714285715
133,9.048235294117646
134,8.483749999999999
135,1.17
136,6.0121875000000005
137,7.78
138,7.189999999999999
139,7.813333333333333
140,5.203529411764705
141,7.898750000000001
142,5.671818181818182
143,8.731428571428571
144,4.365454545454546
145,8.95625
146,6.670000000000001
147,5.6863636363636365
148,6.791538461538461
149,5.5030769230769225
150,8.631666666666666
151,9.995833333333334
152,7.565384615384616
153,3.960909090909091
154,8.39
155,6.862857142857143
156,10.84666666666667
157,4.639166666666666
158,4.0525
159,5.944285714285714
160,5.944285714285714
161,8.088571428571429
162,9.68705882352941
163,7.434166666666667
164,8.58625
165,8.797142857142857
166,8.59666666666667
167,7.78
168,7.614285714285715
169,5.011428571428572
170,7.563333333333333
171,9.083000000000002
172,7.541999999999999
173,5.055
174,12.228571428571428
175,6.0121875000000005
176,4.724285714285714
177,6.640833333333333
178,5.654285714285715
179,5.954166666666667
180,6.81125
181,5.055
182,0.92375
183,10.032857142857143
184,7.438181818181818
185,7.434166666666667
186,0.92375
187,3.414545454545454
188,9.83727272727273
189,7.541999999999999
190,6.19375
191,5.560000000000001
192,8.804137931034482
193,5.0
194,4.652857142857143
195,9.995833333333334
196,7.538571428571428
197,9.234615384615385
198,6.931428571428571
199,6.004545454545456
200,8.555714285714286
201,7.760000000000001
202,2.1015384615384614
203,8.555714285714286
204,1.345
205,6.3149999999999995
206,4.3862499999999995
207,8.088571428571429
208,7.78
209,7.189999999999999
210,8.483749999999999
211,7.630000000000001
212,13.063846153846155
213,5.6863636363636365
214,6.19375
215,9.68705882352941
216,5.560000000000001
217,6.0121875000000005
218,5.6863636363636365
219,10.077142857142857
220,7.563333333333333
221,5.660769230769232
222,5.011428571428572
223,8.088571428571429
224,10.84666666666667
225,11.532727272727273
226,6.394285714285714
227,6.518571428571428
228,5.273750000000001
229,9.234615384615385
230,5.560000000000001
231,4.989000000000001
232,10.362857142857143
233,7.650000000000003
234,5.273750000000001
235,6.670000000000001
236,6.1100000000000065
237,9.083000000000002
238,8.760000000000002
239,4.430909090909091
240,5.203529411764705
241,4.14875
242,5.4725
243,6.3149999999999995
244,8.0
245,10.84666666666667
246,7.0
247,6.004545454545456
248,7.650000000000003
249,5.6863636363636365
250,9.392857142857142
251,7.66875
252,9.52642857142857
253,5.215
254,4.989000000000001
255,6.670000000000001
256,4.3862499999999995
257,6.81125
258,8.804137931034482
259,8.760000000000002
260,8.413749999999999
261,10.615
262,10.615
263,6.194615384615385
264,5.807272727272728
265,5.011428571428572
266,7.029166666666666
267,5.978571428571428
268,6.5125
269,4.989000000000001
270,6.632222222222223
271,7.565384615384616
272,6.670000000000001
273,10.84666666666667
274,1.345
275,7.898750000000001
276,10.25
277,4.928181818181818
278,6.670000000000001
279,5.944285714285714
280,7.821428571428571
281,5.011428571428572
282,7.034285714285715
283,6.004545454545456
284,4.225714285714285
285,9.289999999999997
286,4.7
287,5.807272727272728
288,5.954166666666667
289,8.200000000000001
290,8.58625
291,6.004545454545456
292,5.807272727272728
293,5.954166666666667
294,1.17
295,6.654444444444445
296,7.0
297,8.804137931034482
298,9.392499999999998
299,7.004285714285714
300,6.5125
301,5.560000000000001
302,6.0121875000000005
303,4.4399999999999995
304,6.03
305,8.731428571428571
306,8.760000000000002
307,5.203529411764705
308,3.3628571428571425
309,8.631666666666666
310,6.577142857142856
311,6.417999999999999
312,6.791538461538461
313,5.6863636363636365
314,8.483749999999999
315,10.615
316,8.760000000000002
317,6.1100000000000065
318,4.365454545454546
319,4.989000000000001
320,6.83
321,6.0121875000000005
322,6.670000000000001
323,4.989000000000001
324,8.555714285714286
325,5.0
326,4.162857142857144
327,7.541999999999999
328,6.0121875000000005
329,10.84666666666667
330,7.438181818181818
331,5.4670000000000005
332,5.203529411764705
333,9.392857142857142
334,5.801428571428572
335,8.200000000000001
336,8.0
337,7.565384615384616
338,7.010769230769231
339,7.341428571428572
340,4.652857142857143
341,6.658461538461539
342,5.6863636363636365
343,8.59666666666667
344,7.0
345,9.234615384615385
346,6.81125
347,9.083000000000002
348,5.011428571428572
349,8.39
350,8.088571428571429
351,7.563333333333333
352,9.52642857142857
353,7.650000000000003
354,8.804137931034482
355,7.541999999999999
356,6.632222222222223
357,6.0121875000000005
358,8.72375
359,8.59666666666667
360,8.413749999999999
361,6.862857142857143
362,6.194615384615385
363,7.565384615384616
364,8.59666666666667
365,6.19375
366,6.417999999999999
367,7.617
368,8.555714285714286
369,6.518571428571428
370,11.038749999999999
371,4.7
372,7.010769230769231
373,6.1100000000000065
374,8.947142857142856
375,6.5125
376,7.617
377,5.0
378,6.5125
379,7.650000000000003
380,7.010769230769231
381,6.417999999999999
382,6.654444444444445
383,7.189999999999999
384,7.189999999999999
385,2.5422222222222226
386,7.838333333333334
387,5.944285714285714
388,8.797142857142857
389,3.414545454545454
390,8.804137931034482
391,5.801428571428572
392,5.6863636363636365
393,9.048235294117646
394,9.234615384615385
395,2.1015384615384614
396,8.804137931034482
397,6.670000000000001
398,7.194285714285714
399,7.614285714285715
400,6.4557142857142855
401,5.807272727272728
402,4.0525
403,10.25
404,6.518571428571428
405,4.724285714285714
406,9.289999999999997
407,4.989000000000001
408,7.434166666666667
409,4.7
410,9.995833333333334
411,9.52642857142857
412,3.960909090909091
413,5.055
414,8.413749999999999
415,9.289999999999997
416,4.989000000000001
417,11.038749999999999
418,5.6863636363636365
419,9.995833333333334
420,7.010769230769231
421,3.960909090909091
422,5.203529411764705
423,7.66875
424,5.978571428571428
425,7.194285714285714
426,9.234615384615385
427,8.59666666666667
428,7.78
429,8.731428571428571
430,6.694285714285714
431,10.077142857142857
432,8.653000000000002
433,7.614285714285715
434,10.25
435,6.83
436,7.665833333333333
437,4.458571428571429
438,5.560000000000001
439,6.03
440,6.0121875000000005
441,6.791538461538461
442,5.944285714285714
443,9.995833333333334
444,9.995833333333334
445,8.59666666666667
446,10.362857142857143
447,7.2784615384615385
448,8.200000000000001
449,7.565384615384616
450,8.631666666666666
451,9.995833333333334
452,7.029166666666666
453,11.038749999999999
454,7.785714285714286
455,6.19375
456,8.0
457,8.367142857142856
458,8.947142857142856
459,4.225714285714285
460,7.189999999999999
461,5.011428571428572
462,8.804137931034482
463,5.560000000000001
464,6.83
465,8.631666666666666
466,4.0525
467,5.203529411764705
468,7.66875
469,5.654285714285715
470,8.088571428571429
471,8.367142857142856
472,8.804137931034482
473,5.203529411764705
474,4.652857142857143
475,5.660769230769232
476,10.077142857142857
477,11.038749999999999
478,4.01
479,6.5125
